ORIGINAL	SEMI-EDITED	DUPLES REMOVED			
$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$AWEPCR[].$INCH_RATE			
$MNUFRAMENUM[]	$MNUFRAMENUM[]	$AWEPCR[].$RMTINCHRATE			
$CONDET_CFG.$EXT_DATA[].$REG_NUM	$CONDET_CFG.$EXT_DATA[].$REG_NUM	$AWEPCR[].$SIM_TIM_ENB			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPCR[].$STRIKE_WFS			
$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$AWEPOR[].$ARC_DET_ON			
$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$AWEPOR[].$ARC_ENABLE			
$MNUTOOLNUM[]	$MNUTOOLNUM[]	$AWEPRR[].$ARC_DETECT.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$REG_NUM	$CONDET_CFG.$EXT_DATA[].$REG_NUM	$AWEPRR[].$ARC_DETECT.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$FEED_BWD.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$AWEPRR[].$FEED_BWD.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$AWEPRR[].$FEED_FWD.$PORT_NUM			
$HSCDMNGRP[].$THRESHOLD	$HSCDMNGRP[].$THRESHOLD	$AWEPRR[].$FEED_FWD.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$REG_NUM	$CONDET_CFG.$EXT_DATA[].$REG_NUM	$AWEPRR[].$GAS_FAULT.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$GAS_FAULT.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$AWEPRR[].$GAS_START.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$AWEPRR[].$GAS_START.$PORT_TYPE			
$MCR.$GENOVERRIDE	$MCR.$GENOVERRIDE	$AWEPRR[].$INCH_BWD.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$REG_NUM	$CONDET_CFG.$EXT_DATA[].$REG_NUM	$AWEPRR[].$INCH_BWD.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$INCH_FWD.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$CONDET_CFG.$EXT_DATA[].$PROG_NAME	$AWEPRR[].$INCH_FWD.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$CONDET_CFG.$EXT_DATA[].$VAR_NAME	$AWEPRR[].$PWR_FAULT.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$REG_NUM	$CONDET_CFG.$EXT_DATA[].$REG_NUM	$AWEPRR[].$PWR_FAULT.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$RMT_ARC_ENA.$PORT_NUM			
$CONDET_CFG.$ENABLE	$CONDET_CFG.$ENABLE	$AWEPRR[].$STRIKE_WFS			
$CONDET_CFG.$MODE	$CONDET_CFG.$MODE	$AWEPRR[].$VENDOR_ID			
$CONDET_TRIG.$IO_TYPE	$CONDET_TRIG.$IO_TYPE	$AWEPRR[].$VOLTAGE_CMD.$EQ_MAX_IN			
$CONDET_TRIG.$IO_PORT	$CONDET_TRIG.$IO_PORT	$AWEPRR[].$VOLTAGE_CMD.$EQ_MAX_OUT			
$CONDET_TRIG.$IO_STYLE	$CONDET_TRIG.$IO_STYLE	$AWEPRR[].$VOLTAGE_CMD.$FORMAT			
$CONDET_TRIG.$DELAY	$CONDET_TRIG.$DELAY	$AWEPRR[].$VOLTAGE_CMD.$SLOPE			
$CONDET_TRIG.$STYLE_TYPE	$CONDET_TRIG.$STYLE_TYPE	$AWEPRR[].$VOLTAGE_CMD.$UNITS			
$CONDET_TRIG.$STYLE_PORT	$CONDET_TRIG.$STYLE_PORT	$AWEPRR[].$VOLTAGE_FBK.$EQ_MAX_IN			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$VOLTAGE_FBK.$EQ_MAX_OUT			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$VOLTAGE_FBK.$FORMAT			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$VOLTAGE_FBK.$SLOPE			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$WATER_FAULT.$PORT_NUM			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$WATER_FAULT.$PORT_TYPE			
$CONDET_CFG.$EXT_DATA[].$STYLE	$CONDET_CFG.$EXT_DATA[].$STYLE	$AWEPRR[].$WELD_START.$PORT_NUM			
$CUSTOMMENU[].$TITLE	$CUSTOMMENU[].$TITLE	$AWEPRR[].$WELD_START.$PORT_TYPE			
$CUSTOMMENU[].$PROG_NAME	$CUSTOMMENU[].$PROG_NAME	$AWEPRR[].$WFS_CMD.$EQ_MAX_IN			
$CUSTOMMENU[].$TITLE	$CUSTOMMENU[].$TITLE	$AWEPRR[].$WFS_CMD.$EQ_MAX_OUT			
$CUSTOMMENU[].$PROG_NAME	$CUSTOMMENU[].$PROG_NAME	$AWEPRR[].$WFS_CMD.$SLOPE			
$CUSTOMMENU[].$TITLE	$CUSTOMMENU[].$TITLE	$AWEPRR[].$WIRE_FAULT.$PORT_NUM			
$CUSTOMMENU[].$PROG_NAME	$CUSTOMMENU[].$PROG_NAME	$AWEPRR[].$WIRE_FAULT.$PORT_TYPE			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWEPRR[].$WIRE_TYPE			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWEPRR[].$WSTK_ALARM.$PORT_NUM			
$TX_SCREEN[].$DESTINATION	$TX_SCREEN[].$DESTINATION	$AWEPRR[].$WSTK_ALARM.$PORT_TYPE			
$TX_SCREEN[].$SCREEN_NAME	$TX_SCREEN[].$SCREEN_NAME	$AWEPRR[].$WSTK_CMD.$PORT_NUM			
$UI_CONFIG.$MENU_FAVS[]	$UI_CONFIG.$MENU_FAVS[]	$AWEPRR[].$WSTK_INPUT.$PORT_NUM			
$TX_SCREEN[].$DESTINATION	$TX_SCREEN[].$DESTINATION	$AWEPRR[].$WSTK_INPUT.$PORT_TYPE			
$TX_SCREEN[].$SCREEN_NAME	$TX_SCREEN[].$SCREEN_NAME	$AWESCH[].$CMD_VOLTS			
$UI_CONFIG.$MENU_FAVS[]	$UI_CONFIG.$MENU_FAVS[]	$AWESCH[].$CMD_WFS			
$spots0alarm	$spots0alarm	$AWESCH[].$CMD_WSPEED			
$scr_grp[].$num_axes	$scr_grp[].$num_axes	$AWEUPR[].$ARC_DET_TIM			
$scr_grp[].$num_axes	$scr_grp[].$num_axes	$AWEUPR[].$ARC_LOS_TIM			
$spoteqio[	$spoteqio[].$di_pen_t	$AWEUPR[].$GAS_DET_TIM			
$di_pen_t		$AWEUPR[].$MAX_DET_TIM			
$spoteqio[	$spoteqio[].$di_pen_i	$AWEUPR[].$PURGE			
$di_pen_i		$AWLASER[].$CMD.$CHK_LIM			
$spoteqio[	$spoteqio[].$di_nse_t	$AWLASER[].$CMD.$MAX_INC			
$di_nse_t		$AWLASER[].$CMD.$MAX_LIM			
$spoteqio[	$spoteqio[].$di_nse_i	$AWLASER[].$CMD.$MIN_INC			
$di_nse_i		$AWLASER[].$CMD.$MIN_LIM			
$spoteqio[	$spoteqio[].$do_penwt_t	$AWLASER[].$CMD.$OFFS			
$do_penwt_t		$AWLASER[].$CMD.$ON_IDX			
$spoteqio[	$spoteqio[].$do_penwt_i	$AWLASER[].$CMD.$ON_ST			
$do_penwt_i		$AWLASER[].$CMD.$SLOP			
$spoteqio[	$spoteqio[].$do_nse_t	$AWLASER[].$CMD.$TYPE			
$do_nse_t		$AWLASER[].$CMD.$VA_IDX			
$spoteqio[	$spoteqio[].$do_nse_i	$AWLASER[].$CMD.$VAL			
$do_nse_i		$AWLASER[].$DO_OF_DLY			
$sgsyscfg.$comp_switch	$sgsyscfg.$comp_switch	$AWLASER[].$DO_ON_DLY			
$sgcfg[	$sgcfg[].$tryout_msk	$AWLASER[].$DSCP			
$tryout_msk		$AWLASER[].$ENBL			
$style_comnt[]	$style_comnt[]	$AWLASER[].$FBK.$CHK_LIM			
$style_name[]	$style_name[]	$AWLASER[].$FBK.$MAX_INC			
$style_enab[]	$style_enab[]	$AWLASER[].$FBK.$MAX_LIM			
$sgtdcfg.$srvo_tdrs	$sgtdcfg.$srvo_tdrs	$AWLASER[].$FBK.$MIN_INC			
$sgtdcfg.$srvo_tdrs	$sgtdcfg.$srvo_tdrs	$AWLASER[].$FBK.$MIN_LIM			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER[].$FBK.$OFFS			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER[].$FBK.$ON_IDX			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWLASER[].$FBK.$ON_ST			
$MIX_BG[].$MODIFY_TIME	$MIX_BG[].$MODIFY_TIME	$AWLASER[].$FBK.$SLOP			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER[].$FBK.$TYPE			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER[].$FBK.$VA_IDX			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWLASER[].$FBK.$VAL			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER[].$PARAM_F[]			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER[].$PARAM_I[]			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWLASER[].$RAMP_DN[].$END_V			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER[].$RAMP_DN[].$MODE			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER[].$RAMP_DN[].$ST_TICK			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWLASER[].$RAMP_DN[].$STATE			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER[].$RAMP_DN[].$STR_V			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER[].$RAMP_DN[].$TIME			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWLASER[].$RAMP_UP[].$END_V			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$RAMP_UP[].$MODE			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$RAMP_UP[].$ST_TICK			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$RAMP_UP[].$STATE			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$RAMP_UP[].$STR_V			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$RAMP_UP[].$TIME			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$USE_ADPT			
$spotweldio[].$eow_type	$spotweldio[].$eow_type	$AWLASER[].$VA_OF_DLY			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER[].$VA_ON_DLY			
$Mix_BG[].$STATUS	$Mix_BG[].$STATUS	$AWLASER_CFG.$ARC_STATE			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER_CFG.$BW_DO_IDX			
$Mix_BG[].$STATUS	$Mix_BG[].$STATUS	$AWLASER_CFG.$COMP_SW			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER_CFG.$DEBUG			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER_CFG.$ENABLE			
$Mix_BG[].$STATUS	$Mix_BG[].$STATUS	$AWLASER_CFG.$ERR_FLAG1			
$thrsditable[].$thr_enb	$thrsditable[].$thr_enb	$AWLASER_CFG.$FBW_DO_IDX			
$thrsditable[].$di_no	$thrsditable[].$di_no	$AWLASER_CFG.$FEXEC			
$thrsditable[].$do_no	$thrsditable[].$do_no	$AWLASER_CFG.$FNAME			
$thrsditable[].$thr_enb	$thrsditable[].$thr_enb	$AWLASER_CFG.$FW_DO_IDX			
$thrsditable[].$di_no	$thrsditable[].$di_no	$AWLASER_CFG.$LOOP_TIME			
$thrsditable[].$do_no	$thrsditable[].$do_no	$AWLASER_CFG.$MO_DLY_AE			
$rsmfst_sv.$ffast_do.$port_num	$rsmfst_sv.$ffast_do.$port_num	$AWLASER_CFG.$MO_DLY_AS			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWLASER_CFG.$SPD_SCHG			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWLASER_CFG.$ST_IO_IDX			
$Mix_BG[].$STATUS	$Mix_BG[].$STATUS	$AWLASER_CFG.$STRT_TIME			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWSCFG.$TST_CYC_SIM			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWSCUSTOM.$AW_CUSTOM[]			
$Mix_BG[].$STATUS	$Mix_BG[].$STATUS	$AWSPCR.$ARC_CHECK			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWSPCR.$ARC_OTF_ENA			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWSPCR.$CRATER_FILL			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWSPCR.$DEF_WSPEED			
$MIX_BG[].$MODIFY_TIME	$MIX_BG[].$MODIFY_TIME	$AWSPCR.$GASKEY_ASGN			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AWSPCR.$POWER_CHECK			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AWSPCR.$RPT_TOUCH			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AWSPCR.$WSTK_CHECK			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$AXIS			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$AXIS_METER[].$ODOMETER[]			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$AXIS_NUM			
$MIX_BG[].$MODIFY_TIME	$MIX_BG[].$MODIFY_TIME	$BCK_GRP[].$BRK_TORQUE[]			
$MIX_BG[].$PROG_NAME	$MIX_BG[].$PROG_NAME	$BCK_GRP[].$CHK_AXIS[]			
$MIX_BG[].$MODE	$MIX_BG[].$MODE	$BLAL_OUT.$BATALM_OR			
$MIX_BG[].$STATUS	$MIX_BG[].$STATUS	$BLAL_OUT.$DO_INDEX			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$BU_STROKE[]			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$BW_COMP			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$DI_INISTY_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$DI_OPTNA_I			
$CUSTOMMENU[].$TITLE	$CUSTOMMENU[].$TITLE	$CELL_SETUP.$DI_OPTNB_I			
$CUSTOMMENU[].$PROG_NAME	$CUSTOMMENU[].$PROG_NAME	$CELL_SETUP.$DI_OPTNC_I			
$UALRM_MSG[]	$UALRM_MSG[]	$CELL_SETUP.$DI_PTHCNT_I			
$UALRM_SEV[]	$UALRM_SEV[]	$CELL_SETUP.$DI_TRYOUT_I			
$mfrq_cfg.$enable	$mfrq_cfg.$enable	$CELL_SETUP.$DO_HALERT_I			
$fsac_enable	$fsac_enable	$CELL_SETUP.$DO_HFAULT_I			
$fsac_def_lv	$fsac_def_lv	$CELL_SETUP.$DO_INCYCL_I			
$spoteqsetup[	$spoteqsetup[].$endwld4paus	$CELL_SETUP.$DO_INTLCK_I			
$endwld4paus		$CELL_SETUP.$DO_ISOLAT_I			
$fsac_enable	$fsac_enable	$CELL_SETUP.$DO_MANSTY_I			
$fsac_def_lv	$fsac_def_lv	$CELL_SETUP.$DO_OPTNA_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$DO_OPTNB_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$DO_OPTNC_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$DO_PTHREQ_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$DO_TRYOUT_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$GI_DECSN_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$GI_STYSEL_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$GO_DECSN_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$GO_PTHSEG_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CELL_SETUP.$GO_STYSEL_I			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CHG_PRI[].$PRIORITY			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CHG_PRI[].$TASK_ID			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CIPS_CFG.$INTERFACE			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CIPS_SET.$DATE_FIX			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CIPS_SET.$IN_SIZE			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CIPS_SET.$MODE			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CIPS_SET.$OUT_SIZE			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CLNT_NAME			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CMD.$CHK_LIM			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CMD.$OFFS			
$MACROTABLE[].$SYS_LEV_MSK	$MACROTABLE[].$SYS_LEV_MSK	$CMD.$ON_ST			
$BCK_GRP[].$BRK_TORQUE[]	$BCK_GRP[].$BRK_TORQUE[]	$CMD.$VAL			
$BCK_GRP[].$BRK_TORQUE[]	$BCK_GRP[].$BRK_TORQUE[]	$CN_PATH[]			
$BCK_GRP[].$BRK_TORQUE[]	$BCK_GRP[].$BRK_TORQUE[]	$CN_SIZE			
$BCK_GRP[].$CHK_AXIS[]	$BCK_GRP[].$CHK_AXIS[]	$COMMENT			
$BCK_GRP[].$CHK_AXIS[]	$BCK_GRP[].$CHK_AXIS[]				
$BCK_GRP[].$CHK_AXIS[]	$BCK_GRP[].$CHK_AXIS[]	$CONDET_CFG.$ENABLE			
$MACRTPDSBEX	$MACRTPDSBEX	$CONDET_CFG.$EXT_DATA[].$PROG_NAME			
$application[] = 	$application[] 	$CONDET_CFG.$EXT_DATA[].$REG_NUM			
$BCK_GRP[].$BRK_TORQUE[]	$BCK_GRP[].$BRK_TORQUE[]	$CONDET_CFG.$EXT_DATA[].$STYLE			
$BCK_GRP[].$BRK_TORQUE[]	$BCK_GRP[].$BRK_TORQUE[]	$CONDET_CFG.$EXT_DATA[].$VAR_NAME			
$BCK_GRP[].$BRK_TORQUE[]	$BCK_GRP[].$BRK_TORQUE[]	$CONDET_CFG.$EXT_MASK			
$BCK_GRP[].$CHK_AXIS[]	$BCK_GRP[].$CHK_AXIS[]	$CONDET_CFG.$MODE			
$BCK_GRP[].$CHK_AXIS[]	$BCK_GRP[].$CHK_AXIS[]	$CONDET_GRP[].$DATA_TYPE			
$BCK_GRP[].$CHK_AXIS[]	$BCK_GRP[].$CHK_AXIS[]	$CONDET_GRP[].$ENABLE			
$MACRTPDSBEX	$MACRTPDSBEX	$CONDET_TRIG.$DELAY			
$application[] = 		$CONDET_TRIG.$IO_PORT			
$SCR_GRP[].$M_POS_ENB	$SCR_GRP[].$M_POS_ENB	$CONDET_TRIG.$IO_STYLE			
$SCR_GRP[].$M_DST_ENB	$SCR_GRP[].$M_DST_ENB	$CONDET_TRIG.$IO_TYPE			
$DMONITEM[].$PRG_NAME	$DMONITEM[].$PRG_NAME	$CONDET_TRIG.$STYLE_PORT			
$DMONITEM[].$VAR_NAME	$DMONITEM[].$VAR_NAME	$CONDET_TRIG.$STYLE_TYPE			
$SCR_GRP[].$MCH_ANG[]	$SCR_GRP[].$MCH_ANG[]	$CONFIG[]			
$DMONITEM[].$DESC	$DMONITEM[].$DESC	$CONFIG_SZ			
$DMONITEM[].$UNITS	$DMONITEM[].$UNITS	$CONFIG2_SZ			
$DMONITEM[].$TYPE	$DMONITEM[].$TYPE	$CONN_FLAG			
$DMONITEM[].$PRG_NAME	$DMONITEM[].$PRG_NAME	$CP_T1_MODE.$COMP_SWITCH			
$DMONITEM[].$VAR_NAME	$DMONITEM[].$VAR_NAME	$CPCFG.$EXTRA_INT[]			
$SCR_GRP[].$MCH_POS_X	$SCR_GRP[].$MCH_POS_X	$CR_VAR[].$ELB_SPD			
$DMONITEM[].$DESC	$DMONITEM[].$DESC	$CR_VAR[].$FS_MON[]			
$DMONITEM[].$UNITS	$DMONITEM[].$UNITS	$CR_VAR[].$PLF_MON[]			
$DMONITEM[].$TYPE	$DMONITEM[].$TYPE	$CR_VAR[].$PLM_MON[]			
$DMONITEM[].$PRG_NAME	$DMONITEM[].$PRG_NAME	$CR_VAR[].$STATE			
$DMONITEM[].$VAR_NAME	$DMONITEM[].$VAR_NAME	$CR_VAR[].$TCP_SPD			
$SCR_GRP[].$MCH_POS_Y	$SCR_GRP[].$MCH_POS_Y	$CR_VAR[].$TIM_LIM			
$DMONITEM[].$DESC	$DMONITEM[].$DESC	$CR_VAR[].$TIME_CHK			
$DMONITEM[].$UNITS	$DMONITEM[].$UNITS	$CS_SZ			
